median_income,percent_college,percent_lunch,percent_married,rate_unemployment,school_level,school_type,state,year,zip_code,average_act
33824.0,0.229465449804433,0.862145813435212,0.201163757273483,0.182361733931241,High,Regular School,PA,2016-2017,19604,16.7094017094017
26473.0,0.589595375722543,0.867692307692308,0.394339622641509,0.115612648221344,High,Regular School,OH,2016-2017,44113,17.0
34721.0,0.495760598503741,0.431216931216931,0.640287769784173,0.177740863787375,High,Regular School,IL,2016-2017,60970,19.1
36293.0,0.418690439594221,0.494492044063647,0.63769123783032,0.0911392405063291,High,Regular School,KY,2016-2017,41143,18.5
28988.0,0.353211009174312,0.838526912181303,0.520089285714286,0.208185053380783,High,Regular School,NY,2016-2017,10457,15.1709401709402
30830.0,0.260578131545874,0.416024653312789,0.666932270916335,0.129335976214073,High,Regular School,IN,2016-2017,47933,22.5360195360195
69819.0,0.783875667799903,0.0952197378565921,0.77202868852459,0.106851940584571,High,Regular School,GA,2016-2017,30024,24.0598290598291
42568.0,0.455917394757744,0.359516616314199,0.44574780058651,0.118906064209275,High,Regular School,TX,2016-2017,77514,18.7851037851038
40123.0,0.51008174386921,0.413669064748201,0.605616605616606,0.102996254681648,High,Regular School,IL,2016-2017,61410,18.5
33171.0,0.673428798727128,0.603217158176944,0.527522935779816,0.0364650364650365,High,Regular School,KY,2016-2017,40220,16.6
44722.0,0.724189902034665,0.341274951706375,0.587822014051522,0.0506950122649223,High,Regular School,FL,2016-2017,33707,18.3943833943834
54471.0,0.361657487542617,0.261254019292605,0.634375,0.0567148207597646,High,Regular School,PA,2016-2017,17350,21.4957264957265
47016.0,0.510181414291003,0.623164763458401,0.551251008878128,0.137047580317202,High,Regular School,IN,2016-2017,46323,17.954822954823
32292.0,0.211781206171108,0.859615384615385,0.588560885608856,0.0235294117647059,High,Regular School,NJ,2016-2017,7501,16.7094017094017
56854.0,0.650021159542954,0.201005025125628,0.808680248007086,0.0396317053642914,High,Regular School,IL,2016-2017,62278,21.1
53169.0,0.589408777656873,0.388316151202749,0.620967741935484,0.0724582701062216,High,Regular School,TX,2016-2017,77979,20.4456654456654
28892.0,0.393157894736842,0.453865336658354,0.519163763066202,0.042866711319491,High,Regular School,PA,2016-2017,15425,20.4212454212454
50109.0,0.706896551724138,0.0,0.442857142857143,0.0761904761904762,High,Regular School,OH,2016-2017,43947,22.0
39949.0,0.37630890052356,0.826570680628272,0.618303571428571,0.226841721371262,High,Regular School,IL,2016-2017,60617,16.9
31040.0,0.425403225806452,0.815384615384615,0.386785960082588,0.0823988298391029,High,Regular School,IN,2016-2017,46320,16.2210012210012
50054.0,0.479692645444566,0.368194842406877,0.688581314878893,0.0528735632183908,High,Regular School,OH,2016-2017,44319,20.0
78300.0,0.852701325178389,0.786833855799373,0.890526315789474,0.0614192009540847,High,Regular School,NY,2016-2017,10002,16.8559218559219
64084.0,0.609074733096085,0.215909090909091,0.823811279026907,0.0702431493631802,High,Regular School,TX,2016-2017,75058,21.3980463980464
73553.0,0.602116402116402,0.302158273381295,0.685714285714286,0.0758184951177484,High,Regular School,WA,2016-2017,98042,22.6923076923077
144625.0,0.912590216519647,0.0987654320987654,0.975308641975309,0.0328358208955224,High,Regular School,OH,2016-2017,44124,25.0
56084.0,0.526401036605118,0.151724137931034,0.857908847184987,0.0442008486562942,High,Regular School,OH,2016-2017,44647,22.0
83582.0,0.650773195876289,0.697132616487455,0.814868804664723,0.140934844192635,High,Regular School,MA,2016-2017,1420,17.002442002442
62914.0,0.472885032537961,0.2923923768588179,0.886627906976744,0.0869728915662651,High,Regular School,OH,2016-2017,44201,22.0
47362.0,0.424418604651163,0.43298969072165,0.83423702556158,0.0793768545994065,High,Regular School,KY,2016-2017,42210,18.4
122031.0,0.953983940704138,0.783557046979866,0.854761904761905,0.0629853321829163,High,Regular School,NY,2016-2017,10004,17.1001221001221
46600.0,0.445806768023541,0.304895104895105,0.733870967741935,0.0822368421052632,High,Regular School,PA,2016-2017,16249,21.3003663003663
50101.0,0.506921241050119,0.393333333333333,0.685011709601874,0.119868637110016,High,Regular School,MI,2016-2017,49096,19.1
76250.0,0.841397849462366,0.1735,0.720930232558139,0.0864485981308411,High,Regular School,NJ,2016-2017,7042,23.8644688644689
36534.0,0.471220746363061,0.462046204620462,0.617990654205608,0.119713261648746,High,Regular School,TX,2016-2017,76067,20.2014652014652
18194.0,0.355018587360595,0.665970772442589,0.362126245847176,0.163682864450128,High,Regular School,TX,2016-2017,75203,21.3492063492064
85951.0,0.732801889577797,0.0978622327790974,0.880178457616316,0.0578120367625259,High,Regular School,IL,2016-2017,60056,24.4
48508.0,0.626171143035603,0.448398576512456,0.665587044534413,0.0868588543616623,High,Regular School,WA,2016-2017,98840,20.6654456654457
78398.0,0.71569703622393,0.920673076923077,0.912280701754386,0.0760598503740648,High,Regular School,TX,2016-2017,78041,19.2246642246642
55531.0,0.556918238993711,0.409774436090226,0.72520908004779,0.0918686473807662,High,Regular School,WA,2016-2017,98591,22.3748473748474
24446.0,0.388178209086899,0.768379960962915,0.353044496487119,0.133211678832117,High,Regular School,TX,2016-2017,76706,17.9059829059829
56940.0,0.5809604759881,0.221698113207547,0.601173020527859,0.0820117806977798,High,Regular School,IL,2016-2017,62551,18.7
93284.0,0.694977541853818,0.16482878699942,0.644772117962466,0.0585825481360098,High,Regular School,MA,2016-2017,2184,23.009768009768
66385.0,0.721105527638191,0.726840855106888,0.823115577889447,0.0959507042253521,High,Regular School,FL,2016-2017,33014,15.3174603174603
45335.0,0.409858512094934,0.481085892300846,0.87688219663419,0.0567056705670567,High,Regular School,NC,2016-2017,28227,21.1782661782662
53818.0,0.499151823579304,0.742990654205608,0.739413680781759,0.106317411402157,High,Regular School,OH,2016-2017,44401,22.0
58257.0,0.666871354006755,0.121019108280255,0.557122708039492,0.0586275816122585,High,Regular School,IN,2016-2017,46163,21.7350427350427
79844.0,0.637658837119754,0.225230769230769,0.745749613601236,0.111612638489947,High,Regular School,WA,2016-2017,98223,22.3504273504273
54524.0,0.555836280949975,0.200119832234871,0.877622377622378,0.091484869809993,High,Regular School,FL,2016-2017,34638,20.9340659340659
76225.0,0.64257753688648,0.0994263862332696,0.902761104441777,0.0370599135268684,High,Regular School,WI,2016-2017,54130,22.5
97188.0,0.878174603174603,0.1988821611551,0.843340234644583,0.0784734133790738,High,Regular School,IL,2016-2017,60187,23.8
31316.0,0.539111111111111,0.552919708029197,0.56379821958457,0.186915887850467,High,Regular School,NC,2016-2017,27549,21.8620268620269
112281.0,0.876399360292438,0.0397946084724005,0.830428638718794,0.0667123600639708,High,Regular School,MA,2016-2017,2053,23.8888888888889
40265.0,0.572932330827068,0.410058027079304,0.511578947368421,0.0845858091576372,High,Regular School,PA,2016-2017,15320,21.3247863247863
3643.817743693482,0.198752228163993,0.698795180722892,0.2894301150368195,0.3,High,Regular School,TX,2016-2017,78617,18.0525030525031
57392.0,0.68346923647146,0.36078431372549,0.875748502994012,0.130131680867545,High,Regular School,MI,2016-2017,49237,19.1
29322.0,0.394775570272259,0.707589285714286,0.328609986504723,0.167895878524946,High,Regular School,MO,2016-2017,64053,17.7
74280.0,0.548563286630254,0.196901226597805,0.645785876993166,0.0821506550218341,High,Regular School,NJ,2016-2017,8753,21.7399267399267
32221.0,0.371356783919598,0.517640863612428,0.50726392251816,0.0472078295912493,High,Regular School,FL,2016-2017,34221,19.4200244200244
48025.0,0.675940079486396,0.400709219858156,0.552686671318911,0.15100453661698,High,Regular School,IL,2016-2017,62234,19.5
132679.0,0.914271047227926,0.00435729847494553,0.828957836117741,0.0695652173913043,High,Regular School,NJ,2016-2017,7760,24.4017094017094
107660.0,0.750762970498474,0.220550077841204,0.938061938061938,0.0579666160849772,High,Regular School,TX,2016-2017,76063,18.5409035409035
49709.0,0.49721059972106,0.234299516908213,0.791176470588235,0.060082304526749,High,Regular School,PA,2016-2017,16137,22.1550671550672
43669.0,0.451375559820857,0.640928725701944,0.425430210325048,0.202110649184522,High,Regular School,FL,2016-2017,33334,18.4676434676435
50326.0,0.651539708265802,0.155913978494624,0.871581450653983,0.0733740967204002,High,Regular School,MI,2016-2017,49087,21.8
20962.0,0.294468085106383,0.559942569992821,0.463888888888889,0.0895238095238095,High,Regular School,TX,2016-2017,75670,19.8351648351648
43014.0,0.521156936261382,0.408182683158896,0.404761904761905,0.0625,High,Regular School,PA,2016-2017,15122,19.2490842490842
42500.0,0.697006472491909,0.362042448477392,0.471698113207547,0.0608664518438955,High,Regular School,TX,2016-2017,77070,22.3992673992674
86791.0,0.809034153507161,0.377544320420223,0.899189918991899,0.0853858784893268,High,Regular School,WA,2016-2017,98012,21.8864468864469
28625.0,0.388860500766479,0.719286657859974,0.54230377166157,0.110216718266254,High,Regular School,TX,2016-2017,79930,19.8351648351648
81520.0,0.90537084398977,0.0778727445394112,0.783549783549784,0.0560146923783287,High,Regular School,MA,2016-2017,1945,24.6947496947497
74160.0,0.762681958535509,0.331165311653117,0.905579399141631,0.0600451467268623,High,Regular School,PA,2016-2017,18020,21.6178266178266
41224.0,0.4875,0.45755237045204,0.723174030658251,0.0666003976143141,High,Regular School,TN,2016-2017,37618,18.8
54844.0,0.512994350282486,0.189542483660131,0.761245674740484,0.120761451516954,High,Regular School,NJ,2016-2017,8070,21.3980463980464
68061.0,0.641554959785523,0.304093567251462,0.884361893349311,0.0475241889584519,High,Regular School,OH,2016-2017,45807,22.0
38938.0,0.276342763427634,0.626459143968872,0.781218781218781,0.0929078014184397,High,Regular School,TX,2016-2017,78017,21.7155067155067
50254.0,0.701690821256039,0.505910165484634,0.362244897959184,0.125533211456429,High,Regular School,TX,2016-2017,77504,20.4212454212454
50354.0,0.548941041785919,0.4023598820059,0.663133097762073,0.158739595719382,High,Regular School,NC,2016-2017,28562,21.1294261294261
55114.0,0.549115543846443,0.341191066997519,0.598582474226804,0.0201472297559086,High,Regular School,MO,2016-2017,64024,21.4
44817.0,0.443323727185399,0.0,0.592930444697834,0.0574712643678161,High,Regular School,OH,2016-2017,44854,22.0
51389.0,0.758635961027458,0.92328398384926,0.220689655172414,0.0858175248419151,High,Regular School,OH,2016-2017,43215,18.0
89473.0,0.698449976514796,0.165950590762621,0.897027143472641,0.0449381469325928,High,Regular School,MI,2016-2017,48023,19.9
40351.0,0.520177562550444,0.700205338809035,0.339041095890411,0.125577100646353,High,Regular School,NC,2016-2017,27832,16.2698412698413
39286.0,0.48836225137537,0.305995475113122,0.684262948207171,0.096308867204073,High,Regular School,NC,2016-2017,27028,22.0818070818071
60332.0,0.553262518968133,0.178977272727273,0.836820083682008,0.0543995243757432,High,Regular School,WI,2016-2017,54245,21.8
37900.0,0.445432497978981,0.257801899592944,0.768014059753954,0.164133738601824,High,Regular School,IL,2016-2017,60548,20.0
31276.0,0.458563535911602,0.995461422087746,0.375483870967742,0.0418342719227675,High,Regular School,PA,2016-2017,19139,13.8278388278388
25625.0,0.361014420686226,0.625239005736138,0.317357512953368,0.168470906630582,High,Regular School,NY,2016-2017,11103,18.6630036630037
33047.0,0.453551912568306,0.561604584527221,0.493589743589744,0.081351689612015,High,Regular School,TX,2016-2017,75657,23.7179487179487
169006.0,0.885016535232765,0.0,0.913936044216344,0.0539756239117818,High,Regular School,NJ,2016-2017,7028,25.1831501831502
36974.0,0.513804126707353,0.66210329807094,0.65990897807199,0.0406852248394004,High,Regular School,TX,2016-2017,79835,18.5653235653236
11209.0,0.396840148698885,0.964,0.0443037974683544,0.170974155069582,High,Regular School,IL,2016-2017,60624,14.9
56905.0,0.657052726453357,0.295731707317073,0.691639522258415,0.0514258999532492,High,Regular School,WI,2016-2017,54915,22.8
42092.0,0.347826086956522,0.54468085106383,0.724685638649901,0.116935483870968,High,Regular School,TN,2016-2017,37385,17.8
25616.0,0.314133591481123,0.522388059701492,0.797788309636651,0.0429042904290429,High,Regular School,FL,2016-2017,33135,19.8107448107448
43068.0,0.736694677871149,0.291891891891892,0.467625899280576,0.0364715860899067,High,Regular School,IL,2016-2017,62821,18.0
28681.0,0.700718276137271,0.53416149068323,0.28416149068323,0.0814040328603435,High,Regular School,MI,2016-2017,48197,16.1
48400.0,0.720527617477329,0.327678571428571,0.764505119453925,0.0482233502538071,High,Regular School,WI,2016-2017,54601,22.4
56750.0,0.466985645933014,0.180412371134021,0.711157455683003,0.135890410958904,High,Regular School,IL,2016-2017,60424,20.6
33750.0,0.586605080831409,0.375231053604436,0.714108910891089,0.113759479956663,High,Regular School,MI,2016-2017,48723,19.3
31553.0,0.423521414004079,0.996907216494845,0.179268292682927,0.096579476861167,High,Regular School,PA,2016-2017,19131,13.974358974359
29955.0,0.514027149321267,0.405263157894737,0.285971223021583,0.13986013986014,High,Regular School,NC,2016-2017,28425,23.3516483516484
41711.0,0.356359649122807,0.786301369863014,0.509461426491994,0.0712230215827338,High,Regular School,LA,2016-2017,70748,17.1
42143.0,0.474148802017654,0.492711370262391,0.695876288659794,0.0845521023765996,High,Regular School,OH,2016-2017,44413,21.0
155078.0,0.876344086021505,0.0350431691213814,0.93558282208589,0.0476190476190476,High,Regular School,NJ,2016-2017,7746,24.0842490842491
66319.0,0.682780847145488,0.288551401869159,0.78125,0.118177265898848,High,Regular School,TX,2016-2017,78130,20.8363858363858
83354.0,0.684858729775417,0.20600272851296,0.906517094017094,0.0442942942942943,High,Regular School,PA,2016-2017,17538,23.2051282051282
41695.0,0.563420158550396,0.369294605809129,0.677009873060649,0.0746268656716418,High,Regular School,PA,2016-2017,15370,20.006105006105
42000.0,0.552894211576846,0.124087591240876,0.673773987206823,0.051063829787234,High,Regular School,MO,2016-2017,63469,24.0
75804.0,0.649076517150396,0.951071878940731,0.782608695652174,0.180656934306569,High,Regular School,IL,2016-2017,60616,14.7
102266.0,0.744749596122779,0.28780487804878,0.76980365605958,0.0970708446866485,High,Regular School,WA,2016-2017,98270,21.959706959707
28145.0,0.267806267806268,0.975609756097561,0.424427480916031,0.0762004175365344,High,Regular School,TX,2016-2017,78228,16.6849816849817
31571.0,0.471894984853585,0.314504547630445,0.267695099818512,0.144968051118211,High,Regular School,FL,2016-2017,34994,21.6910866910867
50150.0,0.790196976637655,0.284222737819026,0.562231759656652,0.0632411067193676,High,Regular School,MI,2016-2017,49068,21.0
29254.0,0.354499415660304,0.847133757961783,0.374742621825669,0.101606805293006,High,Regular School,NY,2016-2017,10459,15.8547008547009
176786.0,0.840752351097179,0.00366300366300366,0.806979280261723,0.0801498127340824,High,Regular School,NJ,2016-2017,7417,24.2307692307692
41149.0,0.356422326832549,0.222222222222222,0.684329199549042,0.0403481012658228,High,Regular School,TX,2016-2017,77435,21.2026862026862
111228.0,0.88215836262146,0.146253602305476,0.925798371947401,0.0719408337068579,High,Regular School,NC,2016-2017,28027,22.0573870573871
45309.0,0.644880174291939,0.307692307692308,0.895280235988201,0.11276332094176,High,Regular School,IL,2016-2017,62454,20.3
52647.0,0.677113010446344,0.577765900587921,0.571895424836601,0.0338491295938104,High,Regular School,FL,2016-2017,33603,21.4468864468864
43798.0,0.382133018496655,0.34593572778828,0.723227752639517,0.0722021660649819,High,Regular School,LA,2016-2017,70342,21.0
64926.0,0.485911749069644,0.357753357753358,0.76056338028169,0.0428321678321678,High,Regular School,IN,2016-2017,46319,19.7667887667888
50734.0,0.482203652120087,0.356502242152466,0.419833729216152,0.0590858416945373,High,Regular School,TX,2016-2017,78611,20.5189255189255
61601.0,0.680276588738887,0.252712477396022,0.760475297060663,0.0820273424474825,High,Regular School,TX,2016-2017,78130,21.5689865689866
27615.0,0.625945945945946,0.615,0.574007220216607,0.0756880733944954,High,Regular School,TX,2016-2017,78212,19.7863247863248
27878.0,0.413269609221254,0.321428571428571,0.686015831134565,0.128795811518325,High,Regular School,KY,2016-2017,41240,20.7
110335.0,0.827506723011909,0.122699386503067,0.841747572815534,0.0423538230884558,High,Regular School,PA,2016-2017,19044,23.1807081807082
40156.0,0.480806766428107,0.612359550561798,0.512534818941504,0.178741865509761,High,Regular School,NC,2016-2017,27812,18.2478632478632
63011.0,0.773705642815591,0.235087719298246,0.763198757763975,0.0982028241335045,High,Regular School,TX,2016-2017,78641,22.3015873015873
19568.0,0.439801699716714,0.974874371859296,0.0,0.428140703517588,High,Regular School,IL,2016-2017,60621,15.0
46983.0,0.426435609921848,0.0,0.61744966442953,0.145584725536993,High,Regular School,OH,2016-2017,45135,20.0
30433.0,0.42289156626506,0.584317937701396,0.533653846153846,0.124531835205993,High,Regular School,TX,2016-2017,77327,19.3223443223443
49490.0,0.753535353535354,0.721847930702599,0.345132743362832,0.0367847411444142,High,Regular School,LA,2016-2017,70806,17.0
42637.0,0.385377942998761,0.384259259259259,0.758928571428571,0.083780880773362,High,Regular School,GA,2016-2017,30752,20.5189255189255
88578.0,0.798657718120805,0.240887480190174,0.739267015706806,0.0660968660968661,High,Regular School,MI,2016-2017,48842,19.9
78029.0,0.717114568599717,0.142857142857143,0.858921161825726,0.0487444608567208,High,Regular School,PA,2016-2017,15129,22.2771672771673
33879.0,0.518481012658228,0.784543325526932,0.230472516875603,0.158721256309591,High,Regular School,OH,2016-2017,44870,20.0
60158.0,0.619086460032626,0.305343511450382,0.732901367890569,0.0643153526970954,High,Regular School,GA,2016-2017,30549,20.8363858363858
33162.0,0.448356807511737,0.532731376975169,0.56687898089172,0.12683313515656,High,Regular School,GA,2016-2017,31774,20.5921855921856
105208.0,0.736615994712492,0.189940436796823,0.812403100775194,0.072973964063073,High,Regular School,TX,2016-2017,78023,21.5201465201465
31319.0,0.353024574669187,0.612582781456954,0.60021436227224,0.0723234624145786,High,Regular School,MO,2016-2017,63957,21.1
29283.0,0.480074142724745,0.441212121212121,0.386243386243386,0.166360294117647,High,Regular School,NC,2016-2017,28401,20.7875457875458
31157.0,0.556754874651811,0.55,0.54013875123885,0.121301775147929,High,Regular School,MI,2016-2017,48015,18.6
35550.0,0.568079350766456,0.963470319634703,0.343634116192831,0.124873096446701,High,Regular School,GA,2016-2017,39823,18.1013431013431
132198.0,0.977159880834161,0.0185449358059914,0.914135733033371,0.00866801502455938,High,Regular School,OH,2016-2017,43016,26.0
40945.0,0.587724377533295,0.298426478567553,0.64451313755796,0.0960629921259843,High,Regular School,NC,2016-2017,27284,20.5677655677656
113672.0,0.923676012461059,0.0744240992321323,0.865148861646235,0.1019509125236,High,Regular School,MI,2016-2017,48236,23.8
50500.0,0.658651332984841,0.270313757039421,0.682985553772071,0.185430463576159,High,Regular School,TN,2016-2017,37042,18.8
42576.0,0.414461247637051,0.584124245038827,0.738317757009346,0.0837493067110372,High,Regular School,NC,2016-2017,27406,19.1758241758242
76037.0,0.611076016003369,0.460406750324535,0.768086816720257,0.104947526236882,High,Regular School,IL,2016-2017,60099,18.4
83074.0,0.628209000302024,0.252442360296991,0.915314043754411,0.0525472604934316,High,Regular School,IL,2016-2017,60543,20.8
36221.0,0.506941689805633,0.400386847195358,0.481589147286822,0.194014447884417,High,Regular School,MI,2016-2017,48888,19.4
