median_income,percent_college,percent_lunch,percent_married,rate_unemployment,school_level,school_type,state,year,zip_code,average_act
42746.0,0.445049954586739,0.362232779097387,0.608040201005025,0.0950080515297907,High,Regular School,IN,2016-2017,47460,21.2026862026862
61797.0,0.625548387096774,0.210184182015168,0.902252443688908,0.0392263688368292,High,Regular School,MI,2016-2017,49333,19.8
30571.0,0.457021276595745,0.788732394366197,0.340939597315436,0.108333333333333,High,Regular School,FL,2016-2017,33404,17.1733821733822
24655.0,0.890495867768595,0.664370695053225,0.947712418300654,0.0853189853958494,High,Regular School,WI,2016-2017,53211,16.5
46996.0,0.390419161676647,0.248062015503876,0.644589552238806,0.0743211052882325,High,Regular School,PA,2016-2017,17233,20.5677655677656
44841.0,0.366331658291457,0.382882882882883,0.691885964912281,0.0670553935860058,High,Regular School,PA,2016-2017,16693,20.6898656898657
65122.0,0.498954412379757,0.492537313432836,0.734725444702243,0.0787686736079674,High,Regular School,TX,2016-2017,78644,19.6886446886447
11268.0,0.444812362030905,0.398203592814371,0.232558139534884,0.226111636707663,High,Regular School,OH,2016-2017,44325,23.0
38995.0,0.79073432083202,0.510598503740648,0.501168224299065,0.0845951283739302,High,Regular School,WI,2016-2017,53704,20.7
34868.0,0.648148148148148,0.689173457508731,0.45625,0.129742962056304,High,Regular School,KY,2016-2017,41014,16.9
46332.0,0.487880886426593,0.197590361445783,0.573248407643312,0.0824175824175824,High,Regular School,PA,2016-2017,17025,22.5946275946276
38319.0,0.525787006028131,0.50188679245283,0.574052812858783,0.139838129496403,High,Regular School,FL,2016-2017,32164,19.8840048840049
34916.0,0.519693654266958,0.46,0.595141700404858,0.0899357601713062,High,Regular School,OH,2016-2017,43793,22.0
38319.0,0.559885151763741,0.319148936170213,0.382828993666432,0.0697567691601652,High,Regular School,IL,2016-2017,62839,19.1
22540.0,0.287887653598596,0.749068322981366,0.365903307888041,0.204103289706403,High,Regular School,LA,2016-2017,70501,16.6
72663.0,0.897759103641457,0.69625,0.330985915492958,0.0831889081455806,High,Regular School,NJ,2016-2017,7102,23.3760683760684
29508.0,0.367669556348802,0.643598615916955,0.374474053295933,0.0821316614420063,High,Regular School,LA,2016-2017,70571,18.9
43986.0,0.647382920110193,0.255117513267627,0.592444190040069,0.0651268458917077,High,Regular School,NC,2016-2017,27615,23.1807081807082
17130.0,0.617464788732394,0.36283185840708,0.173967459324155,0.198902606310014,High,Regular School,NC,2016-2017,28801,21.7887667887668
64107.0,0.837628865979381,0.200757575757576,0.754583921015515,0.0804535637149028,High,Regular School,WA,2016-2017,98260,23.962148962149
70250.0,0.682661171622019,0.197934595524957,0.775656324582339,0.0959949141767324,High,Regular School,MI,2016-2017,49331,21.1
67868.0,0.78215654077723,0.132486388384755,0.704861111111111,0.052441731409545,High,Regular School,WI,2016-2017,53575,23.8
43414.0,0.522707423580786,0.234375,0.717830882352941,0.11250654107797,High,Regular School,TX,2016-2017,75832,19.1269841269841
43207.0,0.532126696832579,0.539430449069003,0.342995169082126,0.140202702702703,High,Regular School,FL,2016-2017,33610,23.009768009768
59844.0,0.538126361655773,0.803571428571429,0.749031007751938,0.0316921335597057,High,Regular School,OH,2016-2017,45830,22.0
71641.0,0.821439235592714,0.775,0.728260869565217,0.0925756186984418,High,Regular School,NY,2016-2017,10002,17.7106227106227
46458.0,0.417902813299233,0.301369863013699,0.758304696449026,0.0849673202614379,High,Regular School,PA,2016-2017,16036,20.3724053724054
50172.0,0.517551020408163,0.308755760368664,0.773927392739274,0.0846286701208981,High,Regular School,TX,2016-2017,77962,20.7387057387057
38000.0,0.214160070360598,0.813588850174216,0.27479674796748,0.211436809226333,High,Regular School,NJ,2016-2017,7102,18.7118437118437
34544.0,0.492972972972973,0.735294117647059,0.454179254783484,0.195046439628483,High,Regular School,NC,2016-2017,27886,17.4420024420024
45750.0,0.919125683060109,0.805785123966942,0.723507917174178,0.0799047942876573,High,Regular School,MI,2016-2017,49111,17.1
20893.0,0.271878646441074,0.890243902439024,0.1415313225058,0.0506535947712418,High,Regular School,TN,2016-2017,38108,15.0
54758.0,0.39911588253868,0.533333333333333,0.79415501905972,0.118311981914092,High,Regular School,OH,2016-2017,44805,22.0
44342.0,0.598530682800346,0.183606557377049,0.649888143176734,0.0600994125621329,High,Regular School,PA,2016-2017,17754,22.2039072039072
56009.0,0.492934330839568,0.418876755070203,0.728125,0.0524651162790698,High,Regular School,TX,2016-2017,75080,22.3748473748474
43147.0,0.697271546123863,0.665791776027997,0.472642607683353,0.158351409978308,High,Regular School,WA,2016-2017,98499,17.3199023199023
40326.0,0.365191740412979,0.41343669250646,0.669753086419753,0.0942712110224801,High,Regular School,PA,2016-2017,16640,19.2735042735043
45222.0,0.781120722075968,0.266898608349901,0.650273224043716,0.125595495885665,High,Regular School,NC,2016-2017,27609,22.5702075702076
47410.0,0.47892234548336,0.625,0.420652173913043,0.113562621674238,High,Regular School,NJ,2016-2017,7111,15.3174603174603
32932.0,0.524176594253679,0.816625916870416,0.462162162162162,0.0846153846153846,High,Regular School,OH,2016-2017,43935,19.0
33359.0,0.841140529531568,0.284153005464481,0.127659574468085,0.120016273393002,High,Regular School,MA,2016-2017,2115,28.4798534798535
41389.0,0.366447034972124,0.56350626118068,0.665148063781321,0.087956698240866,High,Regular School,MO,2016-2017,63857,20.6
46200.0,0.622078720787208,0.37145390070922,0.606976744186047,0.141205873164636,High,Regular School,NC,2016-2017,28027,21.3736263736264
33606.0,0.255172413793103,0.750943396226415,0.277498202731848,0.147821290678434,High,Regular School,NJ,2016-2017,7514,15.5616605616606
98877.0,0.853762297261367,0.0848648648648649,0.849945828819068,0.107971445568114,High,Regular School,GA,2016-2017,30022,24.3040293040293
47873.0,0.496646942800789,0.425641025641026,0.716240875912409,0.117620949844652,High,Regular School,MI,2016-2017,48768,18.3
32011.0,0.47329650092081,0.529761904761905,0.579666160849772,0.14032634032634,High,Regular School,MI,2016-2017,49442,17.8
32440.0,0.476973684210526,0.481873111782477,0.740740740740741,0.103120759837178,High,Regular School,GA,2016-2017,30576,20.0549450549451
45582.0,0.538720538720539,0.277056277056277,0.621387283236994,0.0595238095238095,High,Regular School,MO,2016-2017,64701,21.5
58438.0,0.774910394265233,0.248138957816377,0.576237623762376,0.0429845904298459,High,Regular School,MI,2016-2017,49629,21.8
27757.0,0.289486552567237,0.858629661751951,0.623762376237624,0.156862745098039,High,Regular School,TX,2016-2017,75231,15.9035409035409
118819.0,0.86497641509434,0.0810185185185185,0.952442159383033,0.0312891113892365,High,Regular School,PA,2016-2017,19382,24.035409035409
41014.0,0.501639344262295,0.4,0.57031857031857,0.0580290145072536,High,Regular School,MO,2016-2017,64755,20.1
67443.0,0.693004529441369,0.371747211895911,0.704968944099379,0.158675799086758,High,Regular School,IL,2016-2017,60201,23.9
41314.0,0.537933990570081,0.475923852183651,0.672638436482085,0.110929853181077,High,Regular School,LA,2016-2017,70546,19.3
48198.0,0.477124183006536,0.809623430962343,0.484770484770485,0.138092885375494,High,Regular School,TX,2016-2017,76014,17.9059829059829
94813.0,0.70601959869342,0.314176245210728,0.809798270893372,0.0565195835399108,High,Regular School,NJ,2016-2017,8816,17.1978021978022
72711.0,0.681406685236769,0.206594885598923,0.833617747440273,0.0996138996138996,High,Regular School,OH,2016-2017,45315,22.0
43139.0,0.509763617677287,0.129310344827586,0.623244552058111,0.0787215152411956,High,Regular School,GA,2016-2017,30707,19.8595848595849
50938.0,0.561431796194776,0.442307692307692,0.817034700315457,0.0575511780610274,High,Regular School,TX,2016-2017,75407,21.3003663003663
41947.0,0.506765604539502,0.268002504696306,0.544917257683215,0.131483166515014,High,Regular School,OH,2016-2017,44646,21.0
45382.0,0.347754202259576,0.45583038869258,0.851876675603217,0.118975903614458,High,Regular School,OH,2016-2017,45120,19.0
102090.0,0.768957345971564,0.0673352435530086,0.90850144092219,0.040133779264214,High,Regular School,TX,2016-2017,76226,23.034188034188
36708.0,0.332186732186732,0.304995617879053,0.577897160399079,0.135135135135135,High,Regular School,GA,2016-2017,30518,21.984126984127
65927.0,0.865243495663776,0.323254139668826,0.919191919191919,0.0505050505050505,High,Regular School,OH,2016-2017,44124,20.0
37083.0,0.572489082969432,0.762050497322112,0.412151067323481,0.155075593952484,High,Regular School,TN,2016-2017,38115,15.5
40429.0,0.510161542470036,0.723618090452261,0.601052631578947,0.0756541524459613,High,Regular School,OH,2016-2017,44804,23.0
81471.0,0.857491289198606,0.338012958963283,0.837252475247525,0.0458498023715415,High,Regular School,TX,2016-2017,78253,20.982905982906
40820.0,0.621234567901235,0.203588143525741,0.412256267409471,0.10984126984127,High,Regular School,WA,2016-2017,98665,23.4249084249084
35541.0,0.484525080042689,0.610619469026549,0.56289707750953,0.0759144237405107,High,Regular School,NC,2016-2017,28430,17.3443223443223
72721.0,0.782249742002064,0.133296460176991,0.689067201604814,0.0889830508474576,High,Regular School,NC,2016-2017,27040,22.960927960928
28302.0,0.44593147751606,0.882725832012678,0.234836702954899,0.14711477488903,High,Regular School,NY,2016-2017,10040,15.4639804639805
50057.0,0.662078152753108,0.091688089117395,0.534637326813366,0.046875,High,Regular School,PA,2016-2017,17036,22.985347985348
35633.0,0.521295474711624,0.467289719626168,0.338100102145046,0.123241418120428,High,Regular School,NC,2016-2017,27707,17.0512820512821
33023.0,0.432566531348669,0.676923076923077,0.33439744612929,0.140262361251261,High,Regular School,MI,2016-2017,48340,14.6
35231.0,0.523699953980672,0.536585365853659,0.635782747603834,0.0880964866282118,High,Regular School,OH,2016-2017,43138,21.0
57321.0,0.801778907242694,0.132678132678133,0.531716417910448,0.048938679245283,High,Regular School,NJ,2016-2017,8226,22.4481074481074
54271.0,0.632101489244346,0.226105563480742,0.779187817258883,0.0659403669724771,High,Regular School,NC,2016-2017,28677,22.9365079365079
38796.0,0.710332103321033,0.473300970873786,0.597269624573379,0.122950819672131,High,Regular School,MI,2016-2017,48653,20.8
110121.0,0.724364017833727,0.051413881748072,0.808193668528864,0.0809917355371901,High,Regular School,MA,2016-2017,2339,22.2039072039072
35982.0,0.363765038924275,0.614864864864865,0.549923195084485,0.130089374379345,High,Regular School,KY,2016-2017,40322,17.9
52277.0,0.572434843860061,0.696383087111564,0.659566517189836,0.0863258026159334,High,Regular School,TX,2016-2017,78540,18.003663003663
28702.0,0.348794063079777,0.882566585956416,0.162376237623762,0.357723577235772,High,Regular School,TN,2016-2017,38106,14.2
41029.0,0.512715712988193,0.375878220140515,0.432921027592769,0.0431722196152041,High,Regular School,OH,2016-2017,43821,22.0
58750.0,0.50057361376673,0.336092715231788,0.34,0.0692464358452139,High,Regular School,PA,2016-2017,18229,22.1550671550672
42625.0,0.429126213592233,0.268571428571429,0.663865546218487,0.0823920265780731,High,Regular School,WI,2016-2017,54124,19.4
104632.0,0.925848563968668,0.0446559297218155,0.814241486068111,0.0515723270440252,High,Regular School,GA,2016-2017,30062,25.7936507936508
61304.0,0.503178235443682,0.299772899318698,0.792837465564738,0.0761441879303362,High,Regular School,GA,2016-2017,31763,20.2258852258852
55956.0,0.669838945827233,0.507281553398058,0.438818565400844,0.115399610136452,High,Regular School,WA,2016-2017,98126,20.6410256410256
85417.0,0.790389708664397,0.199180327868852,0.846323529411765,0.0748971193415638,High,Regular School,GA,2016-2017,30189,22.5213675213675
38690.0,0.531344284277573,0.278350515463918,0.559241706161137,0.0759865659109992,High,Regular School,PA,2016-2017,18810,21.1782661782662
26224.0,0.384299640841457,0.529411764705882,0.728982300884956,0.0754716981132075,High,Regular School,KY,2016-2017,42602,18.3
50530.0,0.588980716253444,0.2918654680211927,0.795221843003413,0.0512975256487628,High,Regular School,MA,2016-2017,1257,22.5457875457875
42927.0,0.416280417149479,0.632612966601179,0.634711779448622,0.100649350649351,High,Regular School,TX,2016-2017,75941,20.6410256410256
59479.0,0.553818669048682,0.39419795221843,0.749131944444444,0.0773244781783681,High,Regular School,WA,2016-2017,98244,22.4969474969475
99583.0,0.812173913043478,0.0298850574712644,0.739856801909308,0.0206327372764787,High,Regular School,PA,2016-2017,19348,26.1355311355311
81514.0,0.726690676270508,0.223635400105988,0.776559287183002,0.0383244206773619,High,Regular School,MO,2016-2017,64078,21.8
66731.0,0.86264100862641,0.0657108721624851,0.883064516129032,0.0394207562349155,High,Regular School,MI,2016-2017,48118,23.3
69803.0,0.811169284467714,0.330559757942511,0.886115444617785,0.0968013468013468,High,Regular School,GA,2016-2017,30214,19.6153846153846
47403.0,0.415086388537716,0.59605026929982,0.620624408703879,0.0869976359338061,High,Regular School,PA,2016-2017,17512,19.5909645909646
78750.0,0.766971982758621,0.125528913963329,0.826392644672796,0.0512195121951219,High,Regular School,IL,2016-2017,62549,22.4
88244.0,0.624560103722912,0.189316575019639,0.899243017488906,0.101956947162427,High,Regular School,IL,2016-2017,60586,20.3
59850.0,0.656277436347673,0.172334558823529,0.71358024691358,0.0595405532114393,High,Regular School,OH,2016-2017,44212,22.0
69900.0,0.764211369095276,0.157360406091371,0.875291919663709,0.0558912386706949,High,Regular School,OH,2016-2017,44406,23.0
26679.0,0.517259144770737,0.490084985835694,0.592400690846287,0.123636363636364,High,Regular School,MO,2016-2017,65548,20.9
63500.0,0.439095692847398,0.346753246753247,0.829726418946509,0.0451248992747784,High,Regular School,LA,2016-2017,70652,20.5
61313.0,0.804586241276172,0.496626180836707,0.751592356687898,0.0523665659617321,High,Regular School,MI,2016-2017,48220,19.0
30445.0,0.613690274483226,0.325546345139412,0.501742160278746,0.192830188679245,High,Regular School,PA,2016-2017,18360,21.2759462759463
32537.0,0.489775051124744,0.720787207872079,0.316831683168317,0.157819225251076,High,Regular School,PA,2016-2017,15902,18.9072039072039
58050.0,0.653129161118509,0.215568862275449,0.834146341463415,0.108870967741935,High,Regular School,IN,2016-2017,46064,21.7912087912088
42500.0,0.446148483792262,0.312410841654779,0.661647475642161,0.0705645161290323,High,Regular School,PA,2016-2017,18235,20.982905982906
36049.0,0.453083109919571,0.76008064516129,0.598228043143297,0.169343410486538,High,Regular School,GA,2016-2017,30060,16.978021978022
84616.0,0.696505608283003,0.153577661431065,0.683587140439932,0.0812236286919831,High,Regular School,MA,2016-2017,1516,21.3003663003663
31604.0,0.360263522884882,0.528925619834711,0.763220205209155,0.0828861061419201,High,Regular School,KY,2016-2017,41749,18.9
56250.0,0.651574803149606,0.293900184842884,0.678048780487805,0.113207547169811,High,Regular School,MI,2016-2017,48462,19.7
41061.0,0.40537944284342,0.609615384615385,0.422839506172839,0.191937869822485,High,Regular School,NJ,2016-2017,8066,17.2222222222222
89853.0,0.863636363636364,0.284224250325945,0.87148288973384,0.048271922307912,High,Regular School,MA,2016-2017,2026,21.3003663003663
63115.0,0.559552358113509,0.24331550802139,0.722519310754605,0.0645894190197988,High,Regular School,TX,2016-2017,76050,21.031746031746
42143.0,0.624858757062147,0.374045801526718,0.612602100350058,0.0443524541691307,High,Regular School,IL,2016-2017,61231,19.1
48958.0,0.681218274111675,0.283572767020612,0.826155050900548,0.0835095137420719,High,Regular School,TX,2016-2017,76086,21.8376068376068
57500.0,0.546957175056349,0.778191489361702,0.888311688311688,0.0610687022900763,High,Regular School,NY,2016-2017,11223,19.6398046398046
31319.0,0.468433734939759,0.672539489671932,0.619900497512438,0.183783783783784,High,Regular School,IL,2016-2017,60153,16.0
74389.0,0.754160583941606,0.317025440313112,0.784773060029283,0.02625,High,Regular School,OH,2016-2017,43081,22.0
58715.0,0.611203734578193,0.201760324983074,0.699346405228758,0.0319069069069069,High,Regular School,LA,2016-2017,70461,22.2
44525.0,0.451575262543757,0.301100628930818,0.871428571428571,0.0532247964934252,High,Regular School,PA,2016-2017,17522,21.7887667887668
75528.0,0.682452778538188,0.158130841121495,0.900821225521162,0.0469715698393078,High,Regular School,IN,2016-2017,46307,21.5201465201465
74080.0,0.622402159244264,0.0744274809160305,0.787143723468769,0.0617320070216501,High,Regular School,NJ,2016-2017,7866,23.2051282051282
34906.0,0.522839506172839,0.436274509803922,0.895348837209302,0.0884520884520884,High,Regular School,NC,2016-2017,28906,19.3223443223443
59821.0,0.605190311418685,0.134577603143418,0.671987230646448,0.0877452795261014,High,Regular School,WI,2016-2017,53182,21.9
68151.0,0.756128702757916,0.288005578800558,0.74978354978355,0.0967741935483871,High,Regular School,NC,2016-2017,27406,20.1526251526252
49023.0,0.612723214285714,0.320255474452555,0.600450196961171,0.110629790069977,High,Regular School,GA,2016-2017,30295,19.957264957265
41528.0,0.516390281527189,0.494642857142857,0.392436974789916,0.130219098801158,High,Regular School,OH,2016-2017,44471,20.0
56707.0,0.524371472550026,0.292253521126761,0.690217391304348,0.0513560300057703,High,Regular School,IN,2016-2017,47991,20.4676434676435
42209.0,0.543562295569432,0.31151832460733,0.761011419249592,0.107530910453353,High,Regular School,OH,2016-2017,45694,21.0
42692.0,0.45420054200542,0.259574468085106,0.789473684210526,0.038483630097645,High,Regular School,IL,2016-2017,61310,20.7
32157.0,0.654575432811212,0.292682926829268,0.464968152866242,0.0662188099808061,High,Regular School,MI,2016-2017,49720,20.7
38766.0,0.348906986712387,0.52078032230704,0.603174603174603,0.0239880059970015,High,Regular School,TX,2016-2017,76903,20.982905982906
54405.0,0.569336778639104,0.206798866855524,0.642023346303502,0.011358024691358,High,Regular School,TX,2016-2017,77991,21.7643467643468
49267.0,0.555763239875389,0.270578647106764,0.77299703264095,0.065863453815261,High,Regular School,MI,2016-2017,48082,20.0
26111.0,0.27171276079573,0.570980392156863,0.442056074766355,0.208421052631579,High,Regular School,TN,2016-2017,37757,17.7
39848.0,0.701492537313433,0.162037037037037,0.743467933491686,0.107536764705882,High,Regular School,MI,2016-2017,49866,20.4
50250.0,0.571977787270397,0.447904191616766,0.464962121212121,0.040520984081042,High,Regular School,FL,2016-2017,32333,15.1221001221001
42768.0,0.384045584045584,0.327176781002639,0.722448979591837,0.108654453569172,High,Regular School,NJ,2016-2017,8835,20.3724053724054
133810.0,0.966872110939908,0.155723905723906,0.938040345821326,0.0233990147783251,High,Regular School,OH,2016-2017,43235,25.0
58133.0,0.435568780041199,0.153024911032028,0.633582596872876,0.0784548944337812,High,Regular School,PA,2016-2017,19562,22.5213675213675
59332.0,0.629433440810686,0.185106382978723,0.774944071588367,0.0481283422459893,High,Regular School,WI,2016-2017,54002,22.7
55303.0,0.825794894760412,0.923828125,1.0,0.0420906567992599,High,Regular School,MO,2016-2017,63103,15.6
38532.0,0.35387811634349,0.83399209486166,0.45643153526971,0.18650461022632,High,Regular School,TX,2016-2017,78721,17.979242979243
71396.0,0.806156659555014,0.20045045045045,0.816,0.0522462562396007,High,Regular School,WA,2016-2017,98034,23.6202686202686
38274.0,0.492622560685388,0.461908030199039,0.56078431372549,0.102406554019457,High,Regular School,OH,2016-2017,43055,21.0
40813.0,0.416247304097771,0.743975903614458,0.542926239419589,0.0364120781527531,High,Regular School,TX,2016-2017,77017,16.7582417582418
40677.0,0.396878954027836,0.486350974930362,0.271730618637431,0.157975460122699,High,Regular School,FL,2016-2017,33809,19.0537240537241
56940.0,0.5809604759881,0.284280936454849,0.601173020527859,0.0820117806977798,High,Regular School,IL,2016-2017,62573,20.3
61739.0,0.589262613195343,0.861471861471861,0.608433734939759,0.152821591307396,High,Regular School,MI,2016-2017,48240,12.5
60181.0,0.497576736672052,0.184121621621622,0.676373262739907,0.0509053638537752,High,Regular School,OH,2016-2017,44260,22.0
51678.0,0.645809632157755,0.708181344450235,0.354671280276817,0.119047619047619,High,Regular School,TN,2016-2017,38116,16.7
42917.0,0.466502765826675,0.282857142857143,0.679319371727749,0.137339055793991,High,Regular School,OH,2016-2017,45833,21.0
45089.0,0.300893132121959,0.298245614035088,0.607253086419753,0.0658783783783784,High,Regular School,LA,2016-2017,70733,21.6
40484.0,0.625761531766754,0.359259259259259,0.777486910994764,0.0908119658119658,High,Regular School,OH,2016-2017,45750,23.0
80027.0,0.691597414589104,0.677623261694058,0.834910620399579,0.0252596126859388,High,Regular School,TX,2016-2017,78653,16.8315018315018
37569.0,0.556067588325653,0.436482084690554,0.558363417569194,0.0742894056847545,High,Regular School,IL,2016-2017,62960,20.1
57750.0,0.672456575682382,0.371635194857372,0.788927335640138,0.201570680628272,High,Regular School,FL,2016-2017,32750,22.2527472527473
28899.0,0.389064143007361,0.493958777540867,0.713487629688747,0.12125,High,Regular School,TN,2016-2017,37813,19.0
58063.0,0.596707818930041,0.201816347124117,0.7619825708061,0.0772565017848037,High,Regular School,WI,2016-2017,53563,22.1
51862.0,0.673710904480135,0.557627118644068,0.651108518086348,0.0748466257668712,High,Regular School,PA,2016-2017,19403,18.3455433455433
36318.0,0.513091641490433,0.414309484193012,0.599056603773585,0.0443877551020408,High,Regular School,TN,2016-2017,37738,23.9
88226.0,0.657657657657658,0.128578132332238,0.904704463208685,0.0407647907647908,High,Regular School,PA,2016-2017,18964,23.2051282051282
61786.0,0.668686868686869,0.251515151515152,0.801813471502591,0.064312736443884,High,Regular School,WY,2016-2017,82609,18.6
37917.0,0.303550295857988,0.354623450905624,0.689839572192513,0.0931768158473955,High,Regular School,DE,2016-2017,19963,17.2905982905983
98750.0,0.753289473684211,0.125824693685203,0.751737207833228,0.0697674418604651,High,Regular School,NJ,2016-2017,8820,25.8424908424908
57778.0,0.638310893512852,0.289855072463768,0.707042253521127,0.0684835779175402,High,Regular School,IL,2016-2017,61740,19.2
25317.0,0.32605583392985,0.618852459016393,0.497965825874695,0.111696522655427,High,Regular School,TN,2016-2017,37313,17.6
47969.0,0.5584182144997,0.317901234567901,0.549295774647887,0.0712383488681758,High,Regular School,IL,2016-2017,61270,21.6
57200.0,0.872348630929425,0.308459549316587,0.646794150731159,0.0263808738664468,High,Regular School,FL,2016-2017,32746,22.1550671550672
37716.0,0.455696202531646,0.372687224669604,0.517602283539486,0.090951932139491,High,Regular School,WA,2016-2017,98233,21.7887667887668
36850.0,0.440377804014168,0.6248821866164,0.224137931034483,0.12960235640648,High,Regular School,NJ,2016-2017,7306,16.6117216117216
27381.0,0.609485368314833,0.321128909229596,0.586626139817629,0.101433296582139,High,Regular School,MI,2016-2017,49707,19.5
24167.0,0.359826589595376,0.467140319715808,0.464023494860499,0.198428290766208,High,Regular School,PA,2016-2017,16354,21.3980463980464
35289.0,0.425746830002149,0.440082644628099,0.429223744292237,0.102076630593741,High,Regular School,NC,2016-2017,28586,19.4688644688645
11358.0,0.442577030812325,0.416376306620209,0.0,0.272030651340996,High,Regular School,IL,2016-2017,60622,20.5
40557.0,0.561624971310535,0.482638888888889,0.789565979833406,0.104090194022024,High,Regular School,MO,2016-2017,65725,21.8
85156.0,0.764159702878366,0.269885376866968,0.725743855109961,0.0754257907542579,High,Regular School,IL,2016-2017,60516,21.9
41688.0,0.361516034985423,0.557446808510638,0.732777777777778,0.0921942224953903,High,Regular School,MO,2016-2017,65656,20.6
62158.0,0.852833941000994,0.40431654676259,0.719903206291591,0.0382674516400336,High,Regular School,FL,2016-2017,33172,20.2258852258852
32615.0,0.272427682167704,0.410958904109589,0.245918367346939,0.100154083204931,High,Regular School,LA,2016-2017,70548,19.4
72436.0,0.703528016602431,0.182278481012658,0.835044490075291,0.0405654578979717,High,Regular School,IL,2016-2017,62293,20.6
111000.0,0.862992922143579,0.0952189634391322,0.971606033717835,0.0392638036809816,High,Regular School,GA,2016-2017,30041,23.6935286935287
122750.0,0.934972244250595,0.613357292602576,0.789705882352941,0.0283322601416613,High,Regular School,FL,2016-2017,33146,20.4700854700855
58329.0,0.625744258576694,0.562214089661482,0.495787427090084,0.0596926713947991,High,Regular School,FL,2016-2017,33313,19.0537240537241
27433.0,0.380874316939891,0.603448275862069,0.49124613800206,0.113953488372093,High,Regular School,KY,2016-2017,42717,19.3
82955.0,0.705837257693571,0.214180929095355,0.728946525776497,0.0885449701890143,High,Regular School,FL,2016-2017,32065,20.1037851037851
28554.0,0.413941018766756,0.902527075812274,0.210144927536232,0.153104279686558,High,Regular School,MO,2016-2017,64108,16.5
62911.0,0.600120992135511,0.177842565597668,0.53522149600581,0.0768072289156626,High,Regular School,IN,2016-2017,46030,22.2405372405372
32074.0,0.502025782688766,0.44620253164557,0.399168399168399,0.108132666969559,High,Regular School,KY,2016-2017,41701,20.6
52539.0,0.441200657894737,0.853394181403309,0.525870178739417,0.202948402948403,High,Regular School,IL,2016-2017,60634,16.8
30660.0,0.423994038748137,0.628378378378378,0.522024367385192,0.121590909090909,High,Regular School,TX,2016-2017,75966,16.3919413919414
34007.0,0.374522292993631,0.708433734939759,0.51879235982748,0.105152027027027,High,Regular School,TX,2016-2017,75211,19.2735042735043
50383.0,0.311933534743202,0.692280945757997,0.578394598649662,0.137346333192031,High,Regular School,TX,2016-2017,77502,17.8083028083028
32813.0,0.594148936170213,0.479357798165138,0.459003215434084,0.234042553191489,High,Regular School,MI,2016-2017,48060,17.5
25747.0,0.545277507302824,0.484598046581518,0.746478873239437,0.209809264305177,High,Regular School,FL,2016-2017,32401,22.6190476190476
50129.0,0.484955752212389,0.579216354344123,0.631294964028777,0.169996367598983,High,Regular School,PA,2016-2017,19079,17.0757020757021
44779.0,0.286010362694301,0.607169529499627,0.529845246868091,0.0958320657134165,High,Regular School,TX,2016-2017,78221,18.5653235653236
34725.0,0.407732293697206,0.536960378474276,0.624372759856631,0.153326578858494,High,Regular School,FL,2016-2017,33018,19.4200244200244
56191.0,0.510385756676558,0.20226843100189,0.681022880215343,0.0572687224669604,High,Regular School,IN,2016-2017,46992,20.3943833943834
64475.0,0.752562225475842,0.154920634920635,0.704697986577181,0.0479735318444996,High,Regular School,WA,2016-2017,99218,22.5946275946276
60000.0,0.456184637576632,0.607060629316961,0.655984919886899,0.079153605015674,High,Regular School,OH,2016-2017,43125,19.0
46738.0,0.514152319813248,0.372549019607843,0.486472690148035,0.0810898475510866,High,Regular School,TX,2016-2017,78016,18.4432234432234
38958.0,0.53981385729059,0.404411764705882,0.663920922570016,0.0820224719101124,High,Regular School,MI,2016-2017,49242,20.5
36550.0,0.382461311717023,0.734226689000558,0.453890489913545,0.218531468531469,High,Regular School,IL,2016-2017,61101,19.9
41000.0,0.513099041533546,0.42,0.780523255813954,0.0870748299319728,High,Regular School,IN,2016-2017,47358,20.1184371184371
63588.0,0.595860566448802,0.286284953395473,0.611245465538089,0.0375744047619048,High,Regular School,TX,2016-2017,76266,21.2026862026862
63818.0,0.467908082408875,0.23899913718723,0.697720515361744,0.115269461077844,High,Regular School,NJ,2016-2017,8322,20.4456654456654
25510.0,0.430116959064328,0.53905325443787,0.144,0.110280373831776,High,Regular School,GA,2016-2017,31520,19.5177045177045
34444.0,0.479802955665025,0.433489827856025,0.552505966587112,0.144796380090498,High,Regular School,FL,2016-2017,32726,21.7399267399267
65074.0,0.58652812611967,0.424214417744917,0.667262969588551,0.122036262203626,High,Regular School,NJ,2016-2017,7065,18.4188034188034
48873.0,0.621468926553672,0.4,0.562539682539683,0.0478229835831549,High,Regular School,TX,2016-2017,76384,22.3504273504273
30230.0,0.763470958712386,0.385670731707317,0.693110647181628,0.181525735294118,High,Regular School,MI,2016-2017,49307,20.7
41071.0,0.687311178247734,0.363057324840764,0.698254364089776,0.0723562152133581,High,Regular School,WA,2016-2017,99328,21.3980463980464
29427.0,0.615115465360392,0.455743879472693,0.661881977671451,0.0744416873449131,High,Regular School,IL,2016-2017,62859,18.7
41009.0,0.580634715025907,0.569343065693431,0.61443433029909,0.144452198185625,High,Regular School,GA,2016-2017,30083,20.8363858363858
45754.0,0.587333003463632,0.693379790940767,0.717015468607825,0.110169491525424,High,Regular School,MI,2016-2017,48091,16.9
61753.0,0.719442165709598,0.35906976744186,0.722772277227723,0.0737060041407867,High,Regular School,WI,2016-2017,54403,22.4
84063.0,0.833333333333333,0.0866715222141296,0.717421124828532,0.0790682414698163,High,Regular School,WA,2016-2017,98072,24.5238095238095
